t_recv,t_send,step_idx,arm_target_0,arm_target_1,arm_target_2,arm_target_3,arm_target_4,arm_target_5,arm_target_6,grip_cmd
1788153727.798377,1788153727.796903,35,-0.724201,-0.156723,0.234670,0.532594,-0.314723,-0.056857,0.101075,0.000000
1788153728.073153,1788153728.072942,36,-0.723090,-0.176885,0.234705,0.553964,-0.314395,-0.088229,0.084839,0.000000
1788153728.340103,1788153728.339914,37,-0.714569,-0.197685,0.232047,0.582773,-0.317484,-0.120608,0.063693,0.000000
1788153728.578639,1788153728.578412,38,-0.699638,-0.218270,0.227248,0.618918,-0.322856,-0.151407,0.037899,0.000000
1788153728.822024,1788153728.821838,39,-0.678270,-0.238403,0.220290,0.661784,-0.329782,-0.178837,0.006821,0.000000
1788153729.060085,1788153729.059761,40,-0.651005,-0.257891,0.210269,0.710217,-0.337899,-0.199667,-0.029360,0.000000
1788153729.302246,1788153729.302053,41,-0.618944,-0.276265,0.196464,0.762915,-0.346938,-0.211464,-0.070034,0.000000
1788153729.541390,1788153729.540999,42,-0.583027,-0.293435,0.179587,0.819062,-0.356352,-0.215516,-0.114460,0.000000
1788153729.780480,1788153729.779609,43,-0.542028,-0.310600,0.160835,0.877374,-0.365421,-0.214669,-0.162076,0.000000
1788153730.022255,1788153730.022030,44,-0.491410,-0.328528,0.142032,0.934128,-0.373735,-0.212107,-0.210333,0.000000
1788153730.261541,1788153730.261264,45,-0.428641,-0.346243,0.126801,0.985477,-0.380686,-0.211500,-0.255262,0.000000
1788153730.462648,1788153730.462438,46,-0.358366,-0.361944,0.117065,1.030613,-0.385207,-0.212609,-0.294734,0.000000
1788153730.709025,1788153730.708843,47,-0.291614,-0.373906,0.111615,1.070690,-0.386683,-0.212255,-0.326521,0.000000
1788153730.951229,1788153730.951064,48,-0.234930,-0.381136,0.109816,1.102938,-0.384815,-0.209680,-0.356873,0.000000
1788153731.202874,1788153731.202670,49,-0.190242,-0.382515,0.111842,1.118655,-0.379725,-0.204876,-0.386103,0.000000
1788153731.521052,1788153731.520754,50,-0.158241,-0.378737,0.116934,1.125389,-0.372476,-0.198386,-0.414340,0.000000
1788153731.763442,1788153731.763242,51,-0.139277,-0.370793,0.123666,1.127212,-0.364423,-0.190791,-0.441444,0.000000
1788153732.002100,1788153732.001806,52,-0.133660,-0.359350,0.128753,1.126415,-0.357207,-0.179952,-0.467951,0.000000
1788153732.247087,1788153732.246285,53,-0.139366,-0.343657,0.128192,1.124302,-0.352866,-0.161145,-0.494490,0.000000
1788153732.489713,1788153732.489526,54,-0.148954,-0.325015,0.122261,1.123706,-0.351430,-0.134761,-0.521552,0.000000
1788153732.730689,1788153732.730457,55,-0.159227,-0.305718,0.110624,1.125805,-0.352772,-0.101431,-0.547963,0.000000
1788153732.969376,1788153732.969029,56,-0.168188,-0.287553,0.093545,1.129854,-0.356413,-0.061666,-0.570468,0.000000
1788153733.214295,1788153733.213969,57,-0.175241,-0.272029,0.070782,1.134740,-0.362459,-0.016187,-0.586832,0.000000
1788153733.459361,1788153733.459175,58,-0.177931,-0.259901,0.047536,1.137390,-0.368208,0.026960,-0.594568,0.000000
1788153733.910794,1788153733.910275,59,-0.177653,-0.250628,0.029280,1.135616,-0.370944,0.066197,-0.593139,0.000000
1788153734.183769,1788153734.183593,60,-0.176665,-0.245750,0.017803,1.127784,-0.370483,0.097555,-0.583037,0.000000
1788153734.440624,1788153734.440434,61,-0.174137,-0.246502,0.012814,1.115463,-0.367770,0.116030,-0.572477,0.000000
1788153734.715868,1788153734.715648,62,-0.168007,-0.248927,0.016704,1.102461,-0.362458,0.118540,-0.571216,0.000000
1788153734.962790,1788153734.962433,63,-0.165406,-0.253385,0.027662,1.091245,-0.355153,0.107480,-0.577805,0.000000
1788153735.228576,1788153735.228340,64,-0.171054,-0.254437,0.041007,1.079142,-0.348314,0.093395,-0.587383,0.000000
1788153735.473836,1788153735.473558,65,-0.184163,-0.250437,0.047004,1.066845,-0.344356,0.090352,-0.603268,0.000000
1788153735.717700,1788153735.716782,66,-0.199513,-0.243526,0.043086,1.054495,-0.344304,0.101134,-0.621601,0.000000
1788153735.954522,1788153735.954285,67,-0.213430,-0.237432,0.031441,1.043334,-0.347013,0.121998,-0.634554,0.000000
1788153736.194418,1788153736.194125,68,-0.223596,-0.235826,0.017684,1.031499,-0.350315,0.143957,-0.638220,0.000000
1788153736.432727,1788153736.432525,69,-0.227768,-0.237776,0.005712,1.018628,-0.353160,0.161470,-0.635889,0.000000
1788153736.693077,1788153736.692730,70,-0.221500,-0.239400,0.003801,1.006307,-0.352560,0.167850,-0.630264,0.000000
1788153736.915377,1788153736.913685,71,-0.214250,-0.241620,0.016576,1.000340,-0.345624,0.157282,-0.625746,0.000000
1788153737.187435,1788153737.187272,72,-0.212326,-0.243839,0.033792,0.997425,-0.337318,0.139517,-0.624807,0.000000
1788153737.481763,1788153737.481567,73,-0.217163,-0.241456,0.046858,0.999676,-0.330712,0.128368,-0.631962,0.000000
1788153737.753505,1788153737.753277,74,-0.224961,-0.234633,0.049083,1.005329,-0.328425,0.134331,-0.642236,0.000000
1788153738.048039,1788153738.047853,75,-0.232129,-0.226515,0.041447,1.011834,-0.330468,0.154911,-0.644350,0.000000
1788153738.288074,1788153738.287855,76,-0.238261,-0.219918,0.028532,1.021111,-0.334872,0.181280,-0.639530,0.000000
1788153738.532052,1788153738.530924,77,-0.239539,-0.216340,0.013423,1.029876,-0.340516,0.208232,-0.627896,0.000000
1788153738.773484,1788153738.773203,78,-0.235231,-0.212769,0.001742,1.036509,-0.345500,0.232079,-0.609976,0.000000
1788153739.016969,1788153739.016706,79,-0.228566,-0.209777,-0.002247,1.039616,-0.347944,0.248452,-0.585015,0.000000
1788153739.262527,1788153739.262297,80,-0.221390,-0.210250,0.002156,1.039559,-0.346702,0.253695,-0.557811,0.000000
1788153739.502853,1788153739.502639,81,-0.214593,-0.208797,0.014511,1.038893,-0.341870,0.250903,-0.536361,0.000000
1788153739.788356,1788153739.787494,82,-0.214062,-0.203584,0.031077,1.043353,-0.333764,0.247764,-0.524943,0.000000
1788153740.043862,1788153740.042432,83,-0.221742,-0.199188,0.040636,1.053901,-0.326048,0.252516,-0.522845,0.000000
1788153740.304448,1788153740.304116,84,-0.229456,-0.196516,0.035473,1.065103,-0.323438,0.269559,-0.526935,0.000000
1788153740.564223,1788153740.564034,85,-0.236969,-0.192479,0.022838,1.075855,-0.324074,0.293903,-0.531582,0.000000
1788153740.805753,1788153740.805550,86,-0.242321,-0.188371,0.008396,1.080665,-0.325930,0.320570,-0.529117,0.000000
1788153741.046788,1788153741.046607,87,-0.245918,-0.183666,-0.003635,1.078137,-0.327498,0.345977,-0.519452,0.000000
1788153741.326831,1788153741.326663,88,-0.246921,-0.179255,-0.008736,1.068196,-0.327498,0.364215,-0.503123,0.000000
1788153741.588316,1788153741.588053,89,-0.245255,-0.175610,-0.001870,1.057105,-0.324920,0.369465,-0.487709,0.000000
1788153741.846205,1788153741.845921,90,-0.245133,-0.174431,0.015801,1.050460,-0.317572,0.360368,-0.481788,0.000000
1788153742.087034,1788153742.086717,91,-0.249201,-0.176613,0.033188,1.049246,-0.310217,0.345068,-0.485787,0.000000
1788153742.373319,1788153742.373125,92,-0.256324,-0.179270,0.042558,1.052718,-0.305596,0.335389,-0.497545,0.000000
1788153742.656080,1788153742.655704,93,-0.266459,-0.179954,0.038468,1.057104,-0.306168,0.340912,-0.509751,0.000000
1788153742.905881,1788153742.904319,94,-0.275873,-0.178910,0.024913,1.057858,-0.310931,0.357980,-0.512956,0.000000
1788153743.162694,1788153743.162506,95,-0.282826,-0.178019,0.010207,1.054356,-0.316452,0.377580,-0.507638,0.000000
1788153743.394386,1788153743.393826,96,-0.283366,-0.177184,0.000615,1.046606,-0.320835,0.392422,-0.495480,0.000000
1788153743.634210,1788153743.633967,97,-0.276424,-0.175383,0.004789,1.039368,-0.320380,0.394289,-0.482978,0.000000
1788153743.883509,1788153743.883293,98,-0.270214,-0.173757,0.021029,1.038167,-0.314728,0.382636,-0.480768,0.000000
1788153744.155654,1788153744.155424,99,-0.269391,-0.173870,0.036852,1.036679,-0.309800,0.368211,-0.483217,0.000000
1788153744.399543,1788153744.399345,100,-0.278138,-0.175395,0.043574,1.037705,-0.307719,0.361280,-0.491792,0.000000
1788153744.649770,1788153744.649577,101,-0.290041,-0.175088,0.035608,1.037073,-0.310805,0.369771,-0.502194,0.000000
1788153744.931801,1788153744.931333,102,-0.299274,-0.175350,0.021167,1.033569,-0.315338,0.385640,-0.506347,0.000000
1788153745.210002,1788153745.209595,103,-0.301118,-0.175491,0.006931,1.029337,-0.319463,0.401719,-0.506284,0.000000
1788153745.453584,1788153745.453392,104,-0.292119,-0.172656,0.001978,1.022557,-0.321818,0.410234,-0.501128,0.000000
1788153745.699289,1788153745.696935,105,-0.282278,-0.170867,0.011343,1.016901,-0.320630,0.402750,-0.490256,0.000000
1788153745.951317,1788153745.949291,106,-0.277803,-0.169547,0.027054,1.013445,-0.317739,0.387562,-0.478756,0.000000
1788153746.228727,1788153746.228533,107,-0.279409,-0.169582,0.043753,1.014627,-0.313273,0.372364,-0.471561,0.000000
1788153746.489010,1788153746.488671,108,-0.286591,-0.171444,0.052661,1.024623,-0.309613,0.366264,-0.472402,0.000000
1788153746.777475,1788153746.777202,109,-0.291964,-0.171218,0.047035,1.036865,-0.310701,0.377470,-0.474292,0.000000
1788153747.051986,1788153747.051798,110,-0.295214,-0.171859,0.035438,1.047781,-0.313122,0.395329,-0.468970,0.000000
1788153747.297357,1788153747.297156,111,-0.293292,-0.172740,0.024166,1.056082,-0.315815,0.412083,-0.456509,0.000000
1788153747.581878,1788153747.581698,112,-0.284715,-0.171386,0.021234,1.061460,-0.317123,0.421518,-0.437266,0.000000
1788153747.828706,1788153747.828385,113,-0.273488,-0.170507,0.031721,1.068003,-0.314125,0.417508,-0.417853,0.000000
1788153748.085491,1788153748.085310,114,-0.264593,-0.169050,0.049529,1.077860,-0.308072,0.405456,-0.406770,0.000000
1788153748.333026,1788153748.332659,115,-0.261126,-0.170047,0.065804,1.089868,-0.301463,0.393858,-0.401567,0.000000
1788153748.578712,1788153748.578490,116,-0.265316,-0.175635,0.071860,1.106320,-0.296794,0.389706,-0.402180,0.000000
1788153748.816468,1788153748.815960,117,-0.268748,-0.180650,0.063115,1.121330,-0.297020,0.399178,-0.407260,0.000000
1788153749.097748,1788153749.097518,118,-0.271003,-0.181649,0.048402,1.128004,-0.299807,0.415053,-0.410628,0.000000
1788153749.350075,1788153749.349896,119,-0.273133,-0.179574,0.034156,1.122791,-0.303376,0.432114,-0.408198,0.000000
1788153749.592338,1788153749.592149,120,-0.270061,-0.175438,0.025759,1.112282,-0.305605,0.445453,-0.403129,0.000000
1788153749.835348,1788153749.834007,121,-0.262582,-0.168750,0.030295,1.107100,-0.303711,0.448864,-0.398807,0.000000
1788153750.046305,1788153750.045989,122,-0.259004,-0.166583,0.044837,1.102703,-0.298979,0.438169,-0.394580,0.000000
1788153750.336624,1788153750.336344,123,-0.260796,-0.166061,0.060016,1.096793,-0.295458,0.421202,-0.395752,0.000000
1788153750.592757,1788153750.588206,124,-0.267452,-0.166454,0.067260,1.092569,-0.293827,0.411512,-0.404633,0.000000
1788153750.726046,1788153750.725860,125,-0.278228,-0.166275,0.059696,1.090177,-0.296149,0.418613,-0.415965,0.000000
1788153751.008178,1788153751.008007,126,-0.286626,-0.167420,0.043788,1.085517,-0.300596,0.433886,-0.419190,0.000000
1788153751.254225,1788153751.254003,127,-0.289882,-0.167549,0.029261,1.080394,-0.304655,0.448318,-0.416674,0.000000
1788153751.499789,1788153751.499576,128,-0.284006,-0.162865,0.024136,1.074401,-0.307009,0.457425,-0.409574,0.000000
1788153751.752939,1788153751.752574,129,-0.276678,-0.157197,0.034568,1.071613,-0.304093,0.453355,-0.401765,0.000000
1788153752.001880,1788153752.001533,130,-0.273841,-0.156570,0.051608,1.073805,-0.297861,0.439261,-0.398743,0.000000
1788153752.216304,1788153752.215967,131,-0.277175,-0.161614,0.064098,1.081930,-0.292302,0.425078,-0.401762,0.000000
1788153752.465075,1788153752.464876,132,-0.279606,-0.169003,0.064559,1.095131,-0.290531,0.420242,-0.410786,0.000000
1788153752.715523,1788153752.715279,133,-0.281977,-0.170919,0.053270,1.103699,-0.294199,0.429483,-0.416919,0.000000
1788153752.934236,1788153752.933921,134,-0.285380,-0.170183,0.038692,1.100828,-0.299394,0.444296,-0.413711,0.000000
1788153753.222695,1788153753.222402,135,-0.282442,-0.167290,0.031359,1.092542,-0.302580,0.455002,-0.405285,0.000000
1788153753.428838,1788153753.428481,136,-0.272384,-0.162665,0.039323,1.091084,-0.299707,0.453342,-0.401554,0.000000
1788153753.705558,1788153753.705342,137,-0.263481,-0.161208,0.054437,1.095036,-0.294320,0.440108,-0.406167,0.000000
1788153753.983312,1788153753.983113,138,-0.262622,-0.161639,0.064947,1.096997,-0.291337,0.427934,-0.413786,0.000000
1788153754.275587,1788153754.275367,139,-0.270747,-0.163169,0.062708,1.098316,-0.291825,0.428495,-0.424086,0.000000
1788153754.557171,1788153754.556833,140,-0.280508,-0.165373,0.048533,1.090748,-0.296109,0.439896,-0.431555,0.000000
1788153754.793319,1788153754.793105,141,-0.287142,-0.164414,0.035284,1.076086,-0.300498,0.451047,-0.435964,0.000000
1788153755.007937,1788153755.007742,142,-0.290513,-0.161429,0.031402,1.064253,-0.301290,0.456788,-0.437275,0.000000
1788153755.253981,1788153755.253792,143,-0.289401,-0.159825,0.037650,1.057898,-0.298888,0.452970,-0.433545,0.000000
1788153755.514007,1788153755.513830,144,-0.284334,-0.160485,0.052568,1.054206,-0.295279,0.436141,-0.429381,0.000000
1788153755.759368,1788153755.759140,145,-0.281740,-0.163854,0.068062,1.056974,-0.291343,0.415055,-0.430286,0.000000
1788153755.998523,1788153755.996274,146,-0.284373,-0.169215,0.075252,1.068133,-0.288715,0.401546,-0.438259,0.000000
1788153756.274194,1788153756.274001,147,-0.287737,-0.174873,0.067390,1.077700,-0.291557,0.404222,-0.444714,0.000000
1788153756.516291,1788153756.515540,148,-0.287103,-0.178092,0.052099,1.079249,-0.298266,0.415189,-0.441036,0.000000
1788153756.763671,1788153756.763388,149,-0.281154,-0.174173,0.043244,1.080588,-0.302859,0.426099,-0.432785,0.000000
1788153757.005588,1788153757.005333,150,-0.274379,-0.166423,0.048853,1.079827,-0.302418,0.429185,-0.418987,0.000000
1788153757.244787,1788153757.244561,151,-0.274269,-0.161644,0.064006,1.075457,-0.297482,0.423245,-0.406606,0.000000
1788153757.497377,1788153757.496772,152,-0.277072,-0.161524,0.074944,1.076342,-0.291181,0.419810,-0.406411,0.000000
1788153757.739466,1788153757.739198,153,-0.284143,-0.164511,0.072703,1.083433,-0.289045,0.425729,-0.410868,0.000000
1788153757.967415,1788153757.967205,154,-0.289050,-0.165917,0.060640,1.084881,-0.293051,0.438988,-0.404944,0.000000
1788153758.196101,1788153758.195860,155,-0.286973,-0.164830,0.055230,1.085117,-0.295011,0.447212,-0.395670,0.000000
1788153758.441792,1788153758.441489,156,-0.276586,-0.164247,0.062375,1.089165,-0.291250,0.443293,-0.394597,0.000000
1788153758.697011,1788153758.696481,157,-0.264120,-0.167733,0.073729,1.095834,-0.286575,0.426621,-0.404746,0.000000
1788153758.901322,1788153758.901123,158,-0.258357,-0.171910,0.081751,1.098455,-0.284646,0.408500,-0.418191,0.000000
1788153759.144751,1788153759.144455,159,-0.264810,-0.173536,0.080518,1.097541,-0.285875,0.402209,-0.432048,0.000000
1788153759.389823,1788153759.389359,160,-0.276055,-0.172162,0.067945,1.091159,-0.289979,0.412205,-0.443260,0.000000
1788153759.673954,1788153759.673734,161,-0.284710,-0.172154,0.050754,1.081972,-0.294380,0.426822,-0.449669,0.000000
1788153759.923036,1788153759.922643,162,-0.287055,-0.173527,0.035387,1.074120,-0.298011,0.438186,-0.452774,0.000000
1788153760.169579,1788153760.169303,163,-0.281115,-0.171494,0.030736,1.069826,-0.298950,0.440889,-0.453536,0.000000
1788153760.414553,1788153760.414264,164,-0.272801,-0.169285,0.040743,1.067384,-0.296960,0.428985,-0.447739,0.000000
1788153760.661630,1788153760.660714,165,-0.261307,-0.170044,0.055020,1.067424,-0.294664,0.409361,-0.441058,0.000000
1788153760.902706,1788153760.902372,166,-0.253321,-0.171732,0.070388,1.071700,-0.291808,0.387269,-0.438259,0.000000
1788153761.155019,1788153761.154773,167,-0.255765,-0.174345,0.082161,1.080060,-0.289070,0.368923,-0.438830,0.000000
1788153761.417793,1788153761.417424,168,-0.261609,-0.177660,0.080517,1.090976,-0.289144,0.366926,-0.444392,0.000000
1788153761.640380,1788153761.640191,169,-0.263644,-0.177606,0.066339,1.100381,-0.292725,0.382205,-0.450192,0.000000
1788153761.920329,1788153761.919959,170,-0.266479,-0.174495,0.051225,1.103294,-0.296798,0.402476,-0.447583,0.000000
1788153762.185456,1788153762.185155,171,-0.266507,-0.171451,0.040923,1.098003,-0.299915,0.419798,-0.436250,0.000000
1788153762.390844,1788153762.390648,172,-0.261792,-0.167890,0.044236,1.091872,-0.298552,0.424287,-0.423043,0.000000
1788153762.630549,1788153762.630362,173,-0.252860,-0.168615,0.057877,1.095457,-0.291568,0.414351,-0.422915,0.000000
1788153762.909853,1788153762.909573,174,-0.243321,-0.172258,0.071539,1.103468,-0.285755,0.396544,-0.431411,0.000000
1788153763.157061,1788153763.156810,175,-0.244124,-0.176319,0.079858,1.111738,-0.282772,0.380496,-0.443297,0.000000
1788153763.390320,1788153763.389965,176,-0.250419,-0.179717,0.075370,1.117173,-0.283949,0.378595,-0.457170,0.000000
1788153763.638718,1788153763.638473,177,-0.258453,-0.181056,0.061556,1.113783,-0.288421,0.388513,-0.466727,0.000000
1788153763.893967,1788153763.893786,178,-0.267338,-0.180784,0.049102,1.098308,-0.293254,0.398365,-0.467520,0.000000
1788153764.148155,1788153764.147981,179,-0.269384,-0.181848,0.041498,1.078610,-0.296753,0.402568,-0.464868,0.000000
1788153764.405933,1788153764.404300,180,-0.266769,-0.182484,0.045439,1.068194,-0.296126,0.394864,-0.463788,0.000000
1788153764.655757,1788153764.655532,181,-0.259055,-0.180826,0.057199,1.065339,-0.293227,0.381101,-0.465729,0.000000
1788153764.894330,1788153764.894133,182,-0.251212,-0.178145,0.068461,1.069104,-0.290215,0.368614,-0.474762,0.000000
1788153765.140296,1788153765.140110,183,-0.255733,-0.177479,0.071458,1.074353,-0.289689,0.363649,-0.485470,0.000000
1788153765.416659,1788153765.416241,184,-0.263643,-0.176477,0.060136,1.070526,-0.295108,0.374045,-0.489312,0.000000
1788153765.700059,1788153765.699718,185,-0.273220,-0.175395,0.044151,1.067857,-0.300518,0.391740,-0.487635,0.000000
1788153765.938254,1788153765.937918,186,-0.276073,-0.174375,0.031946,1.067854,-0.303739,0.406846,-0.481182,0.000000
1788153766.176976,1788153766.176799,187,-0.269305,-0.171438,0.031102,1.070785,-0.303650,0.413248,-0.471016,0.000000
1788153766.414001,1788153766.413641,188,-0.254719,-0.171282,0.042920,1.076362,-0.299640,0.404538,-0.461034,0.000000
1788153766.652560,1788153766.652373,189,-0.241721,-0.172807,0.058973,1.083976,-0.295277,0.386448,-0.456190,0.000000
1788153766.947364,1788153766.947031,190,-0.235483,-0.175892,0.074388,1.092243,-0.291194,0.366408,-0.454683,0.000000
1788153767.211254,1788153767.210918,191,-0.239619,-0.180336,0.081491,1.105591,-0.288722,0.354060,-0.458976,0.000000
1788153767.475601,1788153767.475362,192,-0.246005,-0.183447,0.074130,1.115718,-0.290770,0.358477,-0.465977,0.000000
1788153767.731971,1788153767.731700,193,-0.253852,-0.182441,0.061359,1.113519,-0.295362,0.371373,-0.467835,0.000000
1788153767.973531,1788153767.973213,194,-0.260534,-0.181222,0.047488,1.100384,-0.300288,0.387226,-0.464073,0.000000
1788153768.215646,1788153768.215470,195,-0.260629,-0.179423,0.038567,1.088833,-0.303004,0.399033,-0.460285,0.000000
1788153768.497147,1788153768.496906,196,-0.253255,-0.174738,0.043185,1.084324,-0.301367,0.400661,-0.456040,0.000000
1788153768.739783,1788153768.739571,197,-0.247435,-0.172191,0.057593,1.080516,-0.297772,0.389871,-0.449258,0.000000
1788153769.015917,1788153769.015690,198,-0.250467,-0.170876,0.070924,1.074710,-0.295399,0.377585,-0.443571,0.000000
1788153769.301739,1788153769.301524,199,-0.260998,-0.169819,0.074416,1.070988,-0.295311,0.376232,-0.444707,0.000000
1788153769.509018,1788153769.508670,200,-0.270126,-0.170559,0.065792,1.073421,-0.296160,0.387657,-0.456659,0.000000
1788153769.761023,1788153769.760694,201,-0.276236,-0.173403,0.052419,1.073952,-0.297587,0.401021,-0.467768,0.000000
1788153770.024773,1788153770.024492,202,-0.277783,-0.176314,0.038347,1.070668,-0.300019,0.413298,-0.473807,0.000000
1788153770.273644,1788153770.273384,203,-0.272307,-0.172884,0.033184,1.065385,-0.301061,0.420322,-0.475520,0.000000
1788153770.483551,1788153770.483331,204,-0.268815,-0.168693,0.042780,1.057662,-0.299257,0.413024,-0.468563,0.000000
1788153770.728006,1788153770.727758,205,-0.263311,-0.168495,0.057206,1.051965,-0.296497,0.396383,-0.461333,0.000000
1788153770.970961,1788153770.970602,206,-0.258095,-0.170231,0.071678,1.056372,-0.292617,0.377906,-0.462361,0.000000
1788153771.182406,1788153771.182174,207,-0.259187,-0.173503,0.078937,1.069168,-0.289869,0.366364,-0.469185,0.000000
1788153771.399318,1788153771.399020,208,-0.265363,-0.176517,0.071372,1.080050,-0.292033,0.372134,-0.474791,0.000000
1788153771.604824,1788153771.604484,209,-0.273153,-0.176896,0.055320,1.082685,-0.297395,0.388034,-0.472820,0.000000
1788153771.887450,1788153771.887136,210,-0.278590,-0.175464,0.039039,1.081649,-0.302322,0.406735,-0.466349,0.000000
1788153772.134685,1788153772.134290,211,-0.279126,-0.171672,0.030752,1.076464,-0.305375,0.421330,-0.451891,0.000000
1788153772.389586,1788153772.389205,212,-0.275506,-0.168928,0.035164,1.069702,-0.303724,0.424368,-0.435057,0.000000
1788153772.635424,1788153772.635134,213,-0.267483,-0.164459,0.048997,1.067993,-0.298156,0.416646,-0.432360,0.000000
1788153772.882020,1788153772.881692,214,-0.263715,-0.160070,0.061660,1.066552,-0.293375,0.408578,-0.437226,0.000000
1788153773.141168,1788153773.140745,215,-0.272465,-0.159774,0.068995,1.065343,-0.290529,0.401344,-0.444362,0.000000
1788153773.407419,1788153773.406432,216,-0.283560,-0.162540,0.064046,1.059619,-0.292984,0.400605,-0.454835,0.000000
1788153773.651074,1788153773.650551,217,-0.297285,-0.162821,0.054600,1.047564,-0.297546,0.403425,-0.465897,0.000000
1788153773.896650,1788153773.896468,218,-0.309571,-0.164131,0.044454,1.025960,-0.302083,0.406673,-0.471914,0.000000
1788153774.141714,1788153774.141310,219,-0.311580,-0.163201,0.041483,1.004752,-0.303601,0.404879,-0.478461,0.000000
1788153774.389101,1788153774.388739,220,-0.306906,-0.160838,0.052811,0.992827,-0.300539,0.390389,-0.483361,0.000000
1788153774.681097,1788153774.680192,221,-0.300748,-0.160197,0.067518,0.987233,-0.297428,0.369616,-0.486141,0.000000
1788153774.924618,1788153774.924424,222,-0.299240,-0.162848,0.080036,0.988910,-0.294607,0.348111,-0.492812,0.000000
